taxon_name	superkingdom	phylum	class	order	family	genus	taxon_annotation
OTU_97.30356	Bacteria	NA	NA	NA	NA	NA	NA
OTU_97.30357	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30358	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
OTU_97.3036	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	anaerobic
OTU_97.30360	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia	facultative_anaerobic
OTU_97.30362	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.30364	Bacteria	NA	NA	NA	NA	NA	NA
OTU_97.30365	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
OTU_97.30367	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Selenomonas	anaerobic
OTU_97.3037	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI. Incertae Sedis	Peptoniphilus	anaerobic
OTU_97.30371	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.30373	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30374	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.30376	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.30378	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.3038	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.30380	Bacteria	Firmicutes	Clostridia	Clostridiales	Catabacteriaceae	NA	NA
OTU_97.30381	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	NA	NA
OTU_97.30382	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
OTU_97.30386	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30387	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30388	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	facultative_anaerobic
OTU_97.30389	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.3039	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30391	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.30392	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	facultative_anaerobic
OTU_97.30393	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30394	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30396	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30397	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30398	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.30399	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	aerobic
OTU_97.304	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30400	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.30402	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.30405	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30406	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.30407	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.30408	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.30409	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.3041	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.30410	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30411	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30412	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia	facultative_anaerobic
OTU_97.30414	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30416	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30417	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	NA	NA
OTU_97.30418	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
OTU_97.30419	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
OTU_97.3042	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
OTU_97.30420	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30421	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella	facultative_anaerobic
OTU_97.30422	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	NA	NA
OTU_97.30423	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
OTU_97.30424	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.30425	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Moryella	NA
OTU_97.30426	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	facultative_anaerobic
OTU_97.30427	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	NA
OTU_97.30428	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	NA
OTU_97.30429	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.3043	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia	anaerobic
OTU_97.30430	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	facultative_anaerobic
OTU_97.30431	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30432	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	facultative_anaerobic
OTU_97.30434	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
OTU_97.30435	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.30437	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30439	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
OTU_97.3044	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	facultative_anaerobic
OTU_97.30440	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	facultative_anaerobic
OTU_97.30441	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30442	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	NA
OTU_97.30443	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30445	Bacteria	NA	NA	NA	NA	NA	NA
OTU_97.30446	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	facultative_anaerobic
OTU_97.30448	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.3045	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.30450	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
OTU_97.30451	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	NA	NA
OTU_97.30452	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30454	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.30455	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30456	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30458	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	NA
OTU_97.30459	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.3046	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	NA	NA
OTU_97.30460	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	NA	NA	NA
OTU_97.30461	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.30462	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium	NA
OTU_97.30463	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30466	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.3047	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	NA	NA	NA
OTU_97.30470	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30474	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30475	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30476	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Friedmanniella	NA
OTU_97.30479	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.30480	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.30481	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
OTU_97.30482	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	facultative_anaerobic
OTU_97.30483	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	facultative_anaerobic
OTU_97.30484	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.30485	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.30488	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
OTU_97.3049	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	NA
OTU_97.30490	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	facultative_anaerobic
OTU_97.30492	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.30493	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
OTU_97.30495	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.30496	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	NA	NA
OTU_97.30497	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella	facultative_anaerobic
OTU_97.30499	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.305	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.3050	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	NA
OTU_97.30500	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	facultative_anaerobic
OTU_97.30503	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.30506	Bacteria	NA	NA	NA	NA	NA	NA
OTU_97.30507	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	facultative_anaerobic
OTU_97.30508	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	aerobic
OTU_97.3051	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.30510	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.30511	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	facultative_anaerobic
OTU_97.30512	Bacteria	Firmicutes	Clostridia	Clostridiales	Catabacteriaceae	NA	NA
OTU_97.30513	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	facultative_anaerobic
OTU_97.30515	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	facultative_anaerobic
OTU_97.30516	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.30518	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Sphingobacteriaceae	NA	NA
OTU_97.30519	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	anaerobic
OTU_97.3052	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	facultative_anaerobic
OTU_97.30521	Bacteria	NA	NA	NA	NA	NA	NA
OTU_97.30523	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	NA	NA
OTU_97.30524	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.30526	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30527	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
OTU_97.30528	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	NA
OTU_97.3053	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	facultative_anaerobic
OTU_97.30530	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	facultative_anaerobic
OTU_97.30533	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30535	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
OTU_97.30536	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30537	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.30539	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella	facultative_anaerobic
OTU_97.3054	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Selenomonas	anaerobic
OTU_97.30540	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.30542	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella	facultative_anaerobic
OTU_97.30544	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.30546	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	NA	NA
OTU_97.30547	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	facultative_anaerobic
OTU_97.30548	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
OTU_97.30549	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.3055	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.30551	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
OTU_97.30554	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	NA
OTU_97.30555	Bacteria	Bacteroidetes	NA	NA	NA	NA	NA
OTU_97.30556	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.30558	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	NA
OTU_97.30559	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30560	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.30562	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30563	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.30565	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella	facultative_anaerobic
OTU_97.30566	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.30568	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dietziaceae	Dietzia	NA
OTU_97.30569	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Dialister	anaerobic
OTU_97.3057	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30571	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30572	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30574	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	NA
OTU_97.30575	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	facultative_anaerobic
OTU_97.30576	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30578	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30579	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.3058	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	NA	NA
OTU_97.30580	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	anaerobic
OTU_97.30581	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.30582	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.30584	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
OTU_97.30585	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30586	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.30587	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.3059	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	anaerobic
OTU_97.30590	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.30592	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.30593	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.30595	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	facultative_anaerobic
OTU_97.30596	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	NA	NA
OTU_97.30598	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30599	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.306	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	facultative_anaerobic
OTU_97.3060	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	NA
OTU_97.30601	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.30603	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
OTU_97.30606	Bacteria	NA	NA	NA	NA	NA	NA
OTU_97.30607	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.30609	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
OTU_97.3061	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	anaerobic
OTU_97.30611	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30613	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.30615	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Flexibacteraceae	Spirosoma	NA
OTU_97.30617	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30619	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.3062	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	facultative_anaerobic
OTU_97.30621	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.30622	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30624	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	facultative_anaerobic
OTU_97.30626	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30629	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.3063	Bacteria	Thermi	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	NA
OTU_97.30631	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30637	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30638	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	NA	NA	NA
OTU_97.30639	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	aerobic
OTU_97.3064	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Mobiluncus	anaerobic
OTU_97.30641	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	NA
OTU_97.30643	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.30644	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Saccharomonospora	NA
OTU_97.30646	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30648	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	NA	NA
OTU_97.30649	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.3065	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	NA
OTU_97.30651	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella	facultative_anaerobic
OTU_97.30656	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Ureaplasma	facultative_anaerobic
OTU_97.30657	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella	anaerobic
OTU_97.30659	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.3066	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	NA
OTU_97.30660	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.30663	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA	NA
OTU_97.30666	Bacteria	Firmicutes	Clostridia	Clostridiales	Catabacteriaceae	NA	NA
OTU_97.30667	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30669	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA	NA
OTU_97.30670	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30673	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30675	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30679	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	aerobic
OTU_97.3068	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
